date,geography,Rural Urban,Ethnic Group: All categories: Ethnic group; measures: Value,Ethnic Group: White; measures: Value,Ethnic Group: White: English/Welsh/Scottish/Northern Irish/British; measures: Value,Ethnic Group: White: Irish; measures: Value,Ethnic Group: White: Gypsy or Irish Traveller; measures: Value,Ethnic Group: White: Other White; measures: Value,Ethnic Group: Mixed; measures: Value,Ethnic Group: Mixed/multiple ethnic group: White and Black Caribbean; measures: Value,Ethnic Group: Mixed/multiple ethnic group: White and Black African; measures: Value,Ethnic Group: Mixed/multiple ethnic group: White and Asian; measures: Value,Ethnic Group: Mixed/multiple ethnic group: Other Mixed; measures: Value,Ethnic Group: Asian; measures: Value,Ethnic Group: Asian/Asian British: Indian; measures: Value,Ethnic Group: Asian/Asian British: Pakistani; measures: Value,Ethnic Group: Asian/Asian British: Bangladeshi; measures: Value,Ethnic Group: Asian/Asian British: Chinese; measures: Value,Ethnic Group: Asian/Asian British: Other Asian; measures: Value,Ethnic Group: Black; measures: Value,Ethnic Group: Black/African/Caribbean/Black British: African; measures: Value,Ethnic Group: Black/African/Caribbean/Black British: Caribbean; measures: Value,Ethnic Group: Black/African/Caribbean/Black British: Other Black; measures: Value,Ethnic Group: Other; measures: Value,Ethnic Group: Other ethnic group: Arab; measures: Value,Ethnic Group: Other ethnic group: Any other ethnic group; measures: Value,LAD16NM,CSP16CD,CSP16NM,PFA16CD,PFA16NM,FID
2011,Medway,Total,263925,236579,225654,1946,510,8469,5176,1730,735,1546,1165,13615,7132,1516,1304,1065,2598,6663,4742,1428,493,1892,517,1375,Medway,E22000143,Medway,E23000032,Kent,249
2011,Milton Keynes,Total,248821,199094,183934,2498,72,12590,8235,2243,1597,2228,2167,22782,8106,3851,1989,2722,6114,17131,13058,2524,1549,1579,565,1014,Milton Keynes,E22000307,Milton Keynes,E23000029,Thames Valley,290
2011,Portsmouth,Total,205056,181182,172313,1071,85,7713,5467,1103,935,2381,1048,12474,2911,539,3649,2611,2764,3777,2958,540,279,2156,1078,1078,Portsmouth,E22000118,Portsmouth,E23000030,Hampshire,300
2011,Reading,Total,155698,116387,101725,2269,90,12303,6180,2718,802,1428,1232,21161,6514,6967,695,1603,5382,10470,6087,3279,1104,1500,680,820,Reading,E22000309,Reading,E23000029,Thames Valley,268
2011,Slough,Total,140205,64053,48401,1607,220,13825,4758,1667,607,1429,1055,55697,21922,24869,549,797,7560,12115,7548,3096,1471,3582,928,2654,Slough,E22000310,Slough,E23000029,Thames Valley,274
2011,Southampton,Total,236882,203528,183980,1746,341,17461,5678,1678,941,1796,1263,19892,6742,3019,1401,3449,5281,5067,3508,1132,427,2717,1312,1405,Southampton,E22000120,Southampton,E23000030,Hampshire,305
2011,West Berkshire,Total,153822,145854,139044,1284,164,5362,2420,776,262,831,551,3808,1675,473,225,659,776,1376,701,514,161,364,139,225,West Berkshire,E22000314,West Berkshire,E23000029,Thames Valley,262
2011,Windsor and Maidenhead,Total,144560,124505,112081,2055,219,10150,3315,679,358,1399,879,13848,5860,4238,393,1071,2286,1725,1039,473,213,1167,379,788,Windsor and Maidenhead,E22000316,Windsor and Maidenhead,E23000029,Thames Valley,280
2011,Wokingham,Total,154380,136525,129119,1367,291,5748,3182,890,337,1273,682,11438,5331,2865,222,1203,1817,2093,1203,712,178,1142,500,642,Wokingham,E22000317,Wokingham,E23000029,Thames Valley,284
2011,Aylesbury Vale,Total,174137,156079,148360,1573,134,6012,3864,1518,461,1077,808,10105,1872,5408,201,636,1988,3323,1676,1302,345,766,339,427,Aylesbury Vale,E22000303,Aylesbury Vale,E23000029,Thames Valley,347
2011,Chiltern,Total,92635,84749,79579,1118,121,3931,2040,380,190,998,472,5046,1799,1772,120,442,913,524,258,213,53,276,58,218,Chiltern,E22000306,Chiltern,E23000029,Thames Valley,348
2011,South Bucks,Total,66867,56365,51541,1133,256,3435,1607,416,119,720,352,7533,4758,965,171,527,1112,709,354,278,77,653,174,479,South Bucks,E22000311,South Bucks,E23000029,Thames Valley,2
2011,Wycombe,Total,171644,139477,130313,1553,103,7508,4849,2259,328,1330,932,20585,2939,13091,597,949,3009,5934,1744,3382,808,799,282,517,Wycombe,E22000318,Wycombe,E23000029,Thames Valley,6
2011,Eastbourne,Total,99412,93508,86903,978,66,5561,1791,434,302,572,483,2795,671,107,287,621,1109,783,517,159,107,535,229,306,Eastbourne,E22000295,Eastbourne,E23000033,Sussex,221
2011,Hastings,Total,90254,84631,80624,702,150,3155,1948,595,277,585,491,2126,487,78,276,366,919,1065,639,303,123,484,161,323,Hastings,E22000296,Hastings,E23000033,Sussex,227
2011,Lewes,Total,97502,94159,90218,757,97,3087,1275,325,155,460,335,1400,360,64,153,316,507,416,248,123,45,252,97,155,Lewes,E22000298,Lewes,E23000033,Sussex,233
2011,Rother,Total,90588,87951,85279,596,134,1942,1031,267,107,405,252,1103,276,16,109,217,485,305,181,76,48,198,72,126,Rother,E22000300,Rother,E23000033,Sussex,239
2011,Wealden,Total,148915,145173,139745,933,368,4127,1428,326,182,562,358,1719,459,52,217,411,580,343,215,110,18,252,79,173,Wealden,E22000301,Wealden,E23000033,Sussex,246
2011,Basingstoke and Deane,Total,167799,155888,148078,1324,163,6323,2813,1047,318,863,585,6715,2437,389,330,1221,2338,1909,1259,470,180,474,138,336,Basingstoke and Deane,E22000374,North Hampshire,E23000030,Hampshire,15
2011,East Hampshire,Total,115608,111635,107568,656,267,3144,1305,312,153,513,327,1859,481,31,165,316,866,517,396,81,40,292,141,151,East Hampshire,E22000110,East Hampshire,E23000030,Hampshire,18
2011,Eastleigh,Total,125199,118537,114873,602,191,2871,1740,391,254,652,443,3740,1954,160,294,625,707,605,430,129,46,577,201,376,Eastleigh,E22000111,Eastleigh,E23000030,Hampshire,23
2011,Fareham,Total,111581,107959,105663,475,85,1736,1359,301,150,657,251,1667,663,77,125,467,335,357,215,109,33,239,106,133,Fareham,E22000112,Fareham,E23000030,Hampshire,29
2011,Gosport,Total,82622,79685,78001,313,32,1339,1066,272,142,426,226,1073,428,31,149,214,251,592,321,183,88,206,48,158,Gosport,E22000113,Gosport,E23000030,Hampshire,35
2011,Hart,Total,91033,86355,82534,642,273,2906,1457,311,152,685,309,2448,880,141,136,435,856,506,266,178,62,267,100,167,Hart,E22000374,North Hampshire,E23000030,Hampshire,40
2011,Havant,Total,120684,117162,114919,532,64,1647,1514,404,215,588,307,1427,504,72,155,313,383,388,252,55,81,193,73,120,Havant,E22000115,Havant,E23000030,Hampshire,46
2011,New Forest,Total,176462,172160,167445,829,423,3463,1620,439,188,603,390,1665,472,34,195,338,626,612,328,141,143,405,72,333,New Forest,E22000117,New Forest,E23000030,Hampshire,53
2011,Rushmoor,Total,93807,79520,75511,718,155,3136,2057,624,342,644,447,9755,1310,635,206,497,7107,1868,1115,538,215,607,134,473,Rushmoor,E22000374,North Hampshire,E23000030,Hampshire,60
2011,Test Valley,Total,116398,111645,107743,537,153,3212,1494,378,246,565,305,2368,937,141,166,434,690,487,258,149,80,404,139,265,Test Valley,E22000121,Test Valley,E23000030,Hampshire,66
2011,Winchester,Total,116595,111577,107070,733,263,3511,1626,321,180,684,441,2639,665,92,222,745,915,457,250,147,60,296,110,186,Winchester,E22000122,Winchester,E23000030,Hampshire,75
2011,Ashford,Total,117956,110520,105498,753,531,3738,1682,544,235,507,396,3991,958,161,185,431,2256,1375,948,327,100,388,87,301,Ashford,E22000137,Ashford,E23000032,Kent,128
2011,Canterbury,Total,151145,140620,132269,1260,374,6717,2551,680,305,897,669,5135,1448,306,251,1436,1694,1937,1338,437,162,902,405,497,Canterbury,E22000138,Canterbury,E23000032,Kent,134
2011,Dartford,Total,97365,85070,80466,767,244,3593,2161,620,346,693,502,5799,2670,179,431,538,1981,3578,2814,497,267,757,179,578,Dartford,E22000352,Dartford and Gravesham,E23000032,Kent,140
2011,Dover,Total,111674,107966,103848,572,234,3312,1029,281,133,360,255,2031,397,40,151,274,1169,386,265,85,36,262,65,197,Dover,E22000140,Dover,E23000032,Kent,145
2011,Gravesham,Total,101720,84226,78422,791,320,4693,2066,564,359,627,516,10604,7538,550,477,326,1713,2885,2226,456,203,1939,94,1845,Gravesham,E22000352,Dartford and Gravesham,E23000032,Kent,150
2011,Maidstone,Total,155143,145996,138235,955,838,5968,2345,625,319,841,560,4943,1226,340,381,461,2535,1380,867,356,157,479,140,339,Maidstone,E22000142,Maidstone,E23000032,Kent,158
2011,Sevenoaks,Total,114893,110029,104538,950,391,4150,1675,424,176,682,393,2085,712,106,146,500,621,853,569,204,80,251,84,167,Sevenoaks,E22000144,Sevenoaks,E23000032,Kent,166
2011,Folkestone and Hythe,Total,107969,102215,98029,745,164,3277,1267,387,149,420,311,3699,413,93,226,281,2686,458,277,130,51,330,64,266,Shepway,E22000145,Shepway,E23000032,Kent,172
2011,Swale,Total,135835,131155,126130,780,730,3515,1575,533,225,441,376,1489,545,107,206,233,398,1395,993,277,125,221,47,174,Swale,E22000146,Swale,E23000032,Kent,178
2011,Thanet,Total,134186,128194,121346,1026,187,5635,2186,720,329,598,539,2504,738,184,178,450,954,910,585,239,86,392,118,274,Thanet,E22000147,Thanet,E23000032,Kent,184
2011,Tonbridge and Malling,Total,120805,115872,111662,760,350,3100,1677,474,199,667,337,2431,755,165,236,496,779,421,222,143,56,404,130,274,Tonbridge and Malling,E22000148,Tonbridge and Malling,E23000032,Kent,190
2011,Tunbridge Wells,Total,115049,109239,103115,880,322,4922,1893,414,222,787,470,2903,736,175,513,552,927,638,419,142,77,376,122,254,Tunbridge Wells,E22000149,Tunbridge Wells,E23000032,Kent,195
2011,Cherwell,Total,141868,130761,122491,1104,105,7061,2560,835,370,729,626,6039,1681,2382,184,657,1135,1961,1040,600,321,547,145,402,Cherwell,E22000305,Cherwell,E23000029,Thames Valley,146
2011,Oxford,Total,151906,117957,96633,2431,92,18801,6035,1721,703,2008,1603,18827,4449,4825,1791,3559,4203,7028,4456,1874,698,2059,922,1137,Oxford,E22000308,Oxford,E23000029,Thames Valley,152
2011,South Oxfordshire,Total,134257,128993,122083,1092,135,5683,1801,506,168,690,437,2405,814,194,179,443,775,768,445,241,82,290,89,201,South Oxfordshire,E22000312,South Oxfordshire,E23000029,Thames Valley,157
2011,Vale of White Horse,Total,120988,114824,108599,956,109,5160,1574,377,180,621,396,2962,842,350,185,649,936,1230,828,246,156,398,149,249,Vale of White Horse,E22000313,Vale of White Horse,E23000029,Thames Valley,163
2011,West Oxfordshire,Total,104779,101469,96995,708,182,3584,1263,320,136,473,334,1424,354,95,152,310,513,437,270,109,58,186,53,133,West Oxfordshire,E22000315,West Oxfordshire,E23000029,Thames Valley,169
2011,Elmbridge,Total,130875,118123,104508,2072,153,11390,3411,521,347,1550,993,7075,2489,555,504,1143,2384,1010,620,272,118,1256,597,659,Elmbridge,E22000279,Elmbridge,E23000031,Surrey,287
2011,Epsom and Ewell,Total,75102,64502,59049,1142,132,4179,1922,406,223,758,535,6484,1828,667,325,922,2742,1128,679,304,145,1066,538,528,Epsom and Ewell,E22000280,Epsom and Ewell,E23000031,Surrey,293
2011,Guildford,Total,137183,124707,114510,1193,491,8513,2501,432,288,1077,704,6616,1661,487,320,1884,2264,1656,1162,336,158,1703,923,780,Guildford,E22000281,Guildford,E23000031,Surrey,299
2011,Mole Valley,Total,85375,81168,76907,798,128,3335,1257,276,117,518,346,2177,707,152,206,358,754,399,207,131,61,374,148,226,Mole Valley,E22000282,Mole Valley,E23000031,Surrey,304
2011,Reigate and Banstead,Total,137835,124879,117092,1554,179,6054,3037,736,409,1111,781,6992,2192,1189,532,914,2165,2166,1312,603,251,761,266,495,Reigate and Banstead,E22000283,Reigate and Banstead,E23000031,Surrey,307
2011,Runnymede,Total,80510,71633,64397,1073,220,5943,1671,348,217,638,468,5561,2022,378,235,1173,1753,862,584,195,83,783,365,418,Runnymede,E22000284,Runnymede,E23000031,Surrey,313
2011,Spelthorne,Total,95598,83455,77411,1366,192,4486,2382,575,316,905,586,7295,4013,656,259,621,1746,1545,971,419,155,921,322,599,Spelthorne,E22000285,Spelthorne,E23000031,Surrey,3
2011,Surrey Heath,Total,86144,77692,73179,828,162,3523,1626,370,171,696,389,5389,1713,667,298,535,2176,861,528,253,80,576,184,392,Surrey Heath,E22000286,Surrey Heath,E23000031,Surrey,5
2011,Tandridge,Total,82998,77880,74095,865,286,2634,1789,513,181,683,412,2164,746,139,102,418,759,882,400,373,109,283,47,236,Tandridge,E22000287,Tandridge,E23000031,Surrey,8
2011,Waverley,Total,121572,116717,110190,1032,167,5328,1623,332,168,746,377,2283,533,246,169,623,712,538,353,147,38,411,162,249,Waverley,E22000288,Waverley,E23000031,Surrey,12
2011,Woking,Total,99198,82926,74335,1089,151,7351,2335,411,299,975,650,11462,2328,5682,450,870,2132,1383,1012,270,101,1092,549,543,Woking,E22000289,Woking,E23000031,Surrey,19
2011,Adur,Total,61182,58663,56843,426,121,1273,886,206,193,305,182,1058,234,55,269,242,258,313,241,60,12,262,170,92,Adur,E22000290,Adur,E23000033,Sussex,49
2011,Arun,Total,149518,145118,137024,889,162,7043,1502,426,221,532,323,2116,498,107,367,412,732,538,313,160,65,244,72,172,Arun,E22000291,Arun,E23000033,Sussex,55
2011,Chichester,Total,113794,110322,105841,743,238,3500,1092,269,158,361,304,1617,470,36,131,339,641,518,319,129,70,245,102,143,Chichester,E22000293,Chichester,E23000033,Sussex,61
2011,Crawley,Total,106597,85180,76888,967,77,7248,3098,806,615,883,794,13825,5530,4548,427,496,2824,3469,2164,465,840,1025,424,601,Crawley,E22000294,Crawley,E23000033,Sussex,64
2011,Horsham,Total,131301,126062,121020,904,234,3904,1774,364,260,725,425,2585,734,165,209,472,1005,651,440,155,56,229,75,154,Horsham,E22000297,Horsham,E23000033,Sussex,70
2011,Mid Sussex,Total,139860,133018,126341,1235,142,5300,1967,378,277,805,507,3761,1410,154,399,525,1273,788,487,201,100,326,87,239,Mid Sussex,E22000299,Mid Sussex,E23000033,Sussex,77
2011,Worthing,Total,104640,98136,93594,815,99,3628,1836,437,337,658,404,3372,783,171,544,474,1400,869,605,169,95,427,151,276,Worthing,E22000302,Worthing,E23000033,Sussex,83
2011,Bath and North East Somerset,Total,176016,166473,158640,1146,58,6629,2898,951,292,954,701,4577,1116,170,219,1912,1160,1326,499,672,155,742,375,367,Bath and North East Somerset,E22000001,Bath and North East Somerset,E23000036,Avon & Somerset,165
2011,Bournemouth,Total,183491,168797,153752,1355,218,13472,4191,1043,601,1396,1151,7066,1940,213,408,1840,2665,1764,1208,380,176,1673,693,980,Bournemouth,E22000063,Bournemouth,E23000039,Dorset,204
2011,"Bristol, City of",Total,428234,359592,333432,3851,359,21950,15438,7389,1533,3402,3114,23655,6547,6863,2104,3886,4255,25734,12085,6727,6922,3815,1272,2543,"Bristol, City of",E22000002,"Bristol, City of",E23000036,Avon & Somerset,171
2011,Cornwall,Total,532273,522848,509628,2046,635,10539,4400,1248,490,1553,1109,3434,837,107,280,1004,1206,762,292,368,102,829,189,640,Cornwall,E22000356,Cornwall,E23000035,Devon & Cornwall,336
2011,Isles of Scilly,Total,2203,2177,2087,10,0,80,18,3,3,9,3,2,0,0,0,0,2,2,1,1,0,4,0,4,Isles of Scilly,E22000050,Isles of Scilly,E23000035,Devon & Cornwall,340
2011,North Somerset,Total,202566,197076,190553,1113,176,5234,2033,681,256,698,398,2436,817,111,299,619,590,632,383,188,61,389,127,262,North Somerset,E22000003,North Somerset,E23000036,Avon & Somerset,177
2011,Plymouth,Total,256384,246509,238263,1105,153,6988,3287,904,523,1028,832,3906,875,202,359,1251,1219,1678,1106,343,229,1004,399,605,Plymouth,E22000056,Plymouth,E23000035,Devon & Cornwall,189
2011,Poole,Total,147645,141523,135698,756,214,4855,1916,491,246,680,499,3276,1098,96,382,698,1002,520,329,119,72,410,127,283,Poole,E22000067,Poole,E23000039,Dorset,211
2011,South Gloucestershire,Total,262767,249574,241611,1223,271,6469,3667,1516,396,1016,739,6440,2699,698,238,1312,1493,2218,987,980,251,868,366,502,South Gloucestershire,E22000006,South Gloucestershire,E23000036,Avon & Somerset,183
2011,Swindon,Total,209156,187898,177028,1852,180,8838,4226,1506,568,1163,989,13365,6901,1292,936,954,3282,2861,1718,807,336,806,188,618,Swindon,E22000350,Swindon,E23000038,Wiltshire,217
2011,Torbay,Total,130959,127699,124162,657,37,2843,1420,440,195,443,342,1353,403,79,99,261,511,251,140,73,38,236,100,136,Torbay,E22000060,Torbay,E23000035,Devon & Cornwall,196
2011,Wiltshire,Total,470981,454971,439725,2381,757,12108,5568,1968,656,1667,1277,6178,1547,215,595,1210,2611,3228,1418,1151,659,1036,288,748,Wiltshire,E22000361,Wiltshire,E23000038,Wiltshire,344
2011,East Devon,Total,132457,130347,127442,593,90,2222,904,238,89,358,219,930,220,6,71,210,423,146,68,61,17,130,35,95,East Devon,E22000362,East and Mid Devon,E23000035,Devon & Cornwall,135
2011,Exeter,Total,117773,109590,104013,629,93,4855,1938,403,278,773,484,4595,946,164,227,1998,1260,667,492,128,47,983,659,324,Exeter,E22000049,Exeter,E23000035,Devon & Cornwall,141
2011,Mid Devon,Total,77750,76696,74554,278,88,1776,484,132,69,169,114,428,116,7,18,167,120,94,64,17,13,48,4,44,Mid Devon,E22000362,East and Mid Devon,E23000035,Devon & Cornwall,147
2011,North Devon,Total,93667,91742,89832,316,45,1549,785,294,75,287,129,835,215,67,78,152,323,158,63,70,25,147,61,86,North Devon,E22000363,North Devon,E23000035,Devon & Cornwall,153
2011,South Hams,Total,83140,81784,79681,371,45,1687,653,161,75,264,153,458,115,12,64,102,165,121,73,36,12,124,70,54,South Hams,E22000364,South Devon and Dartmoor,E23000035,Devon & Cornwall,156
2011,Teignbridge,Total,124220,122163,119480,499,118,2066,925,255,92,323,255,893,165,17,78,347,286,117,48,52,17,122,26,96,Teignbridge,E22000364,South Devon and Dartmoor,E23000035,Devon & Cornwall,162
2011,Torridge,Total,63839,63021,61985,211,54,771,429,141,53,125,110,271,39,3,17,126,86,51,11,34,6,67,31,36,Torridge,E22000363,North Devon,E23000035,Devon & Cornwall,168
2011,West Devon,Total,53553,52730,51603,233,21,873,402,126,56,130,90,300,57,4,17,93,129,59,26,23,10,62,27,35,West Devon,E22000364,South Devon and Dartmoor,E23000035,Devon & Cornwall,173
2011,Christchurch,Total,47752,46591,45414,299,48,830,505,110,69,195,131,495,97,5,44,179,170,83,50,27,6,78,15,63,Christchurch,E22000367,Dorset,E23000039,Dorset,182
2011,East Dorset,Total,87166,85645,83876,371,171,1227,594,163,67,229,135,737,157,43,198,167,172,106,61,29,16,84,26,58,East Dorset,E22000367,Dorset,E23000039,Dorset,188
2011,North Dorset,Total,68583,66977,64936,279,95,1667,552,136,78,216,122,796,111,11,76,128,470,197,108,65,24,61,14,47,North Dorset,E22000367,Dorset,E23000039,Dorset,194
2011,Purbeck,Total,44973,44340,43253,228,89,770,326,96,47,112,71,231,33,12,27,54,105,48,35,6,7,28,6,22,Purbeck,E22000367,Dorset,E23000039,Dorset,200
2011,West Dorset,Total,99264,97284,95011,500,104,1669,770,200,100,275,195,934,242,59,87,242,304,169,111,43,15,107,40,67,West Dorset,E22000367,Dorset,E23000039,Dorset,206
2011,Weymouth and Portland,Total,65167,63480,61860,298,48,1274,653,247,70,185,151,640,97,21,93,173,256,321,153,125,43,73,15,58,Weymouth and Portland,E22000367,Dorset,E23000039,Dorset,214
2011,Cheltenham,Total,115732,109084,102140,1058,68,5818,1878,493,256,661,468,3675,1584,179,315,760,837,721,527,124,70,374,172,202,Cheltenham,E22000093,Cheltenham,E23000037,Gloucestershire,324
2011,Cotswold,Total,82881,81075,78284,503,87,2201,698,167,86,274,171,794,218,16,38,223,299,229,136,47,46,85,4,81,Cotswold,E22000094,Cotswold,E23000037,Gloucestershire,328
2011,Forest of Dean,Total,81961,80699,79227,277,78,1117,528,170,82,181,95,473,159,25,1,129,159,199,99,58,42,62,5,57,Forest of Dean,E22000095,Forest of Dean,E23000037,Gloucestershire,332
2011,Gloucester,Total,121688,108462,102912,850,136,4564,3565,2139,316,551,559,5839,3204,639,490,448,1058,3486,1100,1880,506,336,119,217,Gloucester,E22000096,Gloucester,E23000037,Gloucestershire,335
2011,Stroud,Total,112779,110426,107026,591,57,2752,1216,364,129,428,295,751,177,28,53,193,300,260,96,125,39,126,33,93,Stroud,E22000097,Stroud,E23000037,Gloucestershire,339
2011,Tewkesbury,Total,81943,79901,77010,480,305,2106,776,294,54,258,170,901,387,55,63,158,238,255,132,79,44,110,31,79,Tewkesbury,E22000098,Tewkesbury,E23000037,Gloucestershire,341
2011,Mendip,Total,109279,107057,102987,596,246,3228,996,266,144,354,232,929,227,21,69,256,356,210,124,57,29,87,25,62,Mendip,E22000369,Somerset,E23000036,Avon & Somerset,175
2011,Sedgemoor,Total,114588,112724,109199,459,132,2934,869,285,105,278,201,735,144,34,150,139,268,140,76,54,10,120,34,86,Sedgemoor,E22000369,Somerset,E23000036,Avon & Somerset,181
2011,South Somerset,Total,161243,158130,153123,550,148,4309,1158,305,191,382,280,1409,342,87,90,378,512,357,207,111,39,189,44,145,South Somerset,E22000369,Somerset,E23000036,Avon & Somerset,187
2011,Taunton Deane,Total,110187,107116,103020,499,193,3404,1010,266,183,322,239,1608,324,59,108,448,669,286,190,62,34,167,63,104,Taunton Deane,E22000369,Somerset,E23000036,Avon & Somerset,192
2011,West Somerset,Total,34675,34228,33229,153,14,832,208,78,27,71,32,192,32,2,25,26,107,20,10,7,3,27,9,18,West Somerset,E22000369,Somerset,E23000036,Avon & Somerset,199
2011,Isle of Anglesey,Total,69751,68520,67349,476,65,630,480,180,41,180,79,491,135,33,53,153,117,81,50,25,6,179,134,45,Isle of Anglesey,W14000001,Isle of Anglesey,W15000001,North Wales,202
2011,Gwynedd,Total,121874,117573,115072,570,153,1778,964,287,126,332,219,2170,461,220,176,905,408,289,195,70,24,878,700,178,Gwynedd,W14000002,Gwynedd,W15000001,North Wales,209
2011,Conwy,Total,115228,112549,109911,840,65,1733,894,294,124,275,201,1252,317,101,134,376,324,199,114,54,31,334,200,134,Conwy,W14000003,Conwy,W15000001,North Wales,213
2011,Denbighshire,Total,93734,91254,89581,533,34,1106,751,251,80,269,151,1430,240,157,111,346,576,161,104,35,22,138,39,99,Denbighshire,W14000004,Denbighshire,W15000001,North Wales,218
2011,Flintshire,Total,152506,150161,146185,693,95,3188,851,267,121,258,205,1201,296,87,223,323,272,142,88,42,12,151,50,101,Flintshire,W14000005,Flintshire,W15000001,North Wales,226
2011,Wrexham,Total,134844,130647,125477,492,104,4574,1010,264,180,326,240,2321,857,181,206,426,651,625,526,57,42,241,96,145,Wrexham,W14000006,Wrexham,W15000001,North Wales,232
2011,Powys,Total,132976,130827,127773,502,128,2424,760,208,82,294,176,1142,145,9,67,171,750,132,42,70,20,115,23,92,Powys,W14000007,Powys,W15000004,Dyfed-Powys,338
2011,Ceredigion,Total,75922,73443,70717,478,74,2174,736,198,75,251,212,1099,367,81,91,322,238,266,164,86,16,378,197,181,Ceredigion,W14000008,Ceredigion,W15000004,Dyfed-Powys,238
2011,Pembrokeshire,Total,122439,120121,117092,834,454,1741,733,234,78,261,160,1192,341,69,103,205,474,179,94,44,41,214,61,153,Pembrokeshire,W14000009,Pembrokeshire,W15000004,Dyfed-Powys,244
2011,Carmarthenshire,Total,183777,180323,175591,754,335,3643,1033,326,118,364,225,1837,563,159,117,298,700,279,115,115,49,305,132,173,Carmarthenshire,W14000010,Carmarthenshire,W15000004,Dyfed-Powys,251
2011,Swansea,Total,239023,224697,218655,1101,85,4856,2160,548,280,781,551,7803,1477,591,1944,2052,1739,1983,1707,172,104,2380,1694,686,Swansea,W14000011,Swansea,W15000003,South Wales,257
2011,Neath Port Talbot,Total,139812,137087,135450,474,125,1038,910,384,75,262,189,1369,280,125,311,280,373,299,97,175,27,147,53,94,Neath Port Talbot,W14000012,Neath Port Talbot,W15000003,South Wales,263
2011,Bridgend,Total,139178,136090,133656,474,63,1897,998,338,120,264,276,1549,337,122,114,356,620,315,152,121,42,226,75,151,Bridgend,W14000013,Bridgend,W15000003,South Wales,269
2011,Vale of Glamorgan,Total,126336,121838,119212,639,21,1966,1695,629,247,431,388,1967,566,216,121,454,610,489,165,252,72,347,174,173,Vale of Glamorgan,W14000014,Vale of Glamorgan,W15000003,South Wales,275
2011,Cardiff,Total,346090,293114,277798,2547,521,12248,10031,3641,1742,2459,2189,27885,7886,6354,4838,4168,4639,8201,5213,1322,1666,6859,4707,2152,Cardiff,W14000015,Cardiff,W15000003,South Wales,281
2011,Rhondda Cynon Taff,Total,234410,228241,225716,582,53,1890,1506,550,192,420,344,3030,656,267,106,1065,936,1308,1140,99,69,325,160,165,Rhondda Cynon Taf,W14000016,Rhondda Cynon Taf,W15000003,South Wales,288
2011,Merthyr Tydfil,Total,58802,57391,55635,122,62,1572,462,154,46,151,111,696,168,50,45,120,313,143,118,10,15,110,32,78,Merthyr Tydfil,W14000017,Merthyr Tydfil,W15000003,South Wales,343
2011,Caerphilly,Total,178806,175845,173899,402,31,1513,1174,454,147,296,277,1346,327,123,32,495,369,242,121,112,9,199,67,132,Caerphilly,W14000018,Caerphilly,W15000002,Gwent,297
2011,Blaenau Gwent,Total,69814,68750,67954,102,72,622,394,163,36,106,89,485,202,39,26,122,96,95,56,33,6,90,12,78,Blaenau Gwent,W14000019,Blaenau Gwent,W15000002,Gwent,308
2011,Torfaen,Total,91075,89231,88209,307,155,560,603,237,103,138,125,977,172,64,80,208,453,169,47,88,34,95,14,81,Torfaen,W14000020,Torfaen,W15000002,Gwent,318
2011,Monmouthshire,Total,91323,89526,87762,395,6,1363,624,174,51,232,167,900,245,54,40,193,368,144,80,45,19,129,69,60,Monmouthshire,W14000021,Monmouthshire,W15000002,Gwent,323
2011,Newport,Total,145736,131025,126756,769,84,3416,2752,1318,360,669,405,7986,1218,3127,1749,600,1292,2535,1499,782,254,1438,926,512,Newport,W14000022,Newport,W15000002,Gwent,331
